수준,어휘,길잡이말,품사,中文,길잡이말,中文,품사,中文,어휘
중급,습도,很高가 높다,名詞명사,濕度,가 높다,很高,명사,名詞,습도
중급,습하다,空氣공기가,形容詞형용사,天氣潮濕,공기가,空氣,형용사,形容詞,습하다01
중급,승객,燃燒을 태우다,名詞명사,乘客,을 태우다,燃燒,명사,名詞,승객
중급,승낙,接收을 받다,名詞명사,同意,을 받다,接收,명사,名詞,승낙
중급,승리,獲得를 얻다,名詞명사,勝利,를 얻다,獲得,명사,名詞,승리
중급,승무원,飛機機組人員비행기 승무원,名詞명사,船,비행기 승무원,飛機機組人員,명사,名詞,승무원
중급,승용차,開車를 운전하다,名詞명사,搭乘用車,를 운전하다,開車,명사,名詞,승용차
중급,승진,晉升考試승진 시험,名詞명사,晉升,승진 시험,晉升考試,명사,名詞,승진03
중급,승차,拒絕登機승차 거부,名詞명사,騎,승차 거부,拒絕登機,명사,名詞,승차02
중급,승차권,切斷을 끊다,名詞명사,票,을 끊다,切斷,명사,名詞,승차권
중급,승패,劃分를 가르다,名詞명사,勝/負,를 가르다,劃分,명사,名詞,승패02
중급,시,讀를 읽다,名詞명사,城市,를 읽다,讀,명사,名詞,시13
중급,시각,日出時間일출 시각,名詞명사,時間,일출 시각,日出時間,명사,名詞,시각03
중급,시각,女性視角여성의 시각,名詞명사,時間,여성의 시각,女性視角,명사,名詞,시각04
중급,시금치,製造某物를 무치다,名詞명사,菠菜,를 무치다,製造某物,명사,名詞,시금치
중급,시기,註冊期間등록 시기,名詞명사,時期,등록 시기,註冊期間,명사,名詞,시기04
중급,시내버스,騎를 타다,名詞명사,城市公車,를 타다,騎,명사,名詞,시내버스
중급,시달리다,工作中업무에,動詞동사,患有,업무에,工作中,동사,動詞,시달리다
중급,시대,韓王朝조선 시대,名詞명사,時代,조선 시대,韓王朝,명사,名詞,시대02
중급,시댁,前往에 가다,名詞명사,姻親,에 가다,前往,명사,名詞,시댁
중급,시도,成功가 성공하다,名詞명사,審判,가 성공하다,成功,명사,名詞,시도07
중급,시들다,花朵꽃이,動詞동사,枯萎,꽃이,花朵,동사,動詞,시들다
중급,시디,烘焙를 굽다,名詞명사,光碟,를 굽다,烘焙,명사,名詞,시디01
중급,시력,這很好이 좋다,名詞명사,想像,이 좋다,這很好,명사,名詞,시력01
중급,시리즈,即將播出로 방영되다,名詞명사,系列,로 방영되다,即將播出,명사,名詞,시리즈
중급,시멘트,它會變硬가 굳다,名詞명사,水泥,가 굳다,它會變硬,명사,名詞,시멘트
중급,시부모,孝順에게 효도하다,名詞명사,岳父母,에게 효도하다,孝順,명사,名詞,시부모
중급,시선,面對面이 마주치다,名詞명사,目光,이 마주치다,面對面,명사,名詞,시선03
중급,시설,投資에 투자하다,名詞명사,設施,에 투자하다,投資,명사,名詞,시설03
중급,시스템,為了改進을 개선하다,名詞명사,系統,을 개선하다,為了改進,명사,名詞,시스템
중급,시아버지,服務를 모시다,名詞명사,岳父,를 모시다,服務,명사,名詞,시아버지
중급,시야,涵蓋를 가리다,名詞명사,視野,를 가리다,涵蓋,명사,名詞,시야03
중급,시외,出去로 나가다,名詞명사,郊區,로 나가다,出去,명사,名詞,시외01
중급,시외버스,騎를 타다,名詞명사,城際巴士,를 타다,騎,명사,名詞,시외버스
중급,시인,女詩人여류 시인,名詞명사,詩人,여류 시인,女詩人,명사,名詞,시인10
중급,시일,這需要時間이 걸리다,名詞명사,海豹,이 걸리다,這需要時間,명사,名詞,시일04
중급,시장,選擇을 뽑다,名詞명사,市場,을 뽑다,選擇,명사,名詞,시장03
중급,시절,童年어린 시절,名詞명사,時間,어린 시절,童年,명사,名詞,시절01
중급,시점,到達에 이르다,名詞명사,觀點看法,에 이르다,到達,명사,名詞,시점02
중급,시중,市價시중 가격,名詞명사,城市,시중 가격,市價,명사,名詞,시중03
중급,시집,姻親시집 식구,名詞명사,迪萬,시집 식구,姻親,명사,名詞,시집01
중급,시집,讀을 읽다,名詞명사,迪萬,을 읽다,讀,명사,名詞,시집03
중급,시집가다,在一棟富人的房子裡부잣집에,動詞동사,結婚,부잣집에,在一棟富人的房子裡,동사,動詞,시집가다
중급,시청,看電視텔레비전 시청,名詞명사,市政廳,텔레비전 시청,看電視,명사,名詞,시청03
중급,시청률,這是高이 높다,名詞명사,等級,이 높다,這是高,명사,名詞,시청률
중급,시청자,送至에게 전달하다,名詞명사,觀眾,에게 전달하다,送至,명사,名詞,시청자
중급,시합,贏得에서 이기다,名詞명사,匹配,에서 이기다,贏得,명사,名詞,시합01
중급,시행,計劃實施시행 예정,名詞명사,執法,시행 예정,計劃實施,명사,名詞,시행01
중급,시험지,年級를 채점하다,名詞명사,石蕊試紙,를 채점하다,年級,명사,名詞,시험지
중급,식기,洗를 씻다,名詞명사,餐具,를 씻다,洗,명사,名詞,식기01
중급,식당가,在에서 먹다,名詞명사,餐廳區域,에서 먹다,在,명사,名詞,식당가
중급,식량,尋求을 구하다,名詞명사,食物,을 구하다,尋求,명사,名詞,식량03
중급,식료품,買을 사다,名詞명사,食品,을 사다,買,명사,名詞,식료품
중급,식물,提高을 기르다,名詞명사,植物,을 기르다,提高,명사,名詞,식물02
중급,식비,生產를 내다,名詞명사,食品開支,를 내다,生產,명사,名詞,식비02
중급,식사량,減少을 줄이다,名詞명사,餐點量,을 줄이다,減少,명사,名詞,식사량
중급,식욕,這屬於이 떨어지다,名詞명사,食慾,이 떨어지다,這屬於,명사,名詞,식욕
중급,식용유,煎炸에 튀기다,名詞명사,食用油,에 튀기다,煎炸,명사,名詞,식용유
중급,식중독,被抓에 걸리다,名詞명사,食物中毒,에 걸리다,被抓,명사,名詞,식중독
중급,식품점,從에서 사다,名詞명사,雜貨店,에서 사다,從,명사,名詞,식품점
중급,식후,飯後30分鐘식후 30분,名詞명사,餐後,식후 30분,飯後30分鐘,명사,名詞,식후02
중급,식히다,車차를,動詞동사,冷卻,차를,車,동사,動詞,식히다
중급,신,穿을 신다,名詞명사,上帝,을 신다,穿,명사,名詞,신01
중급,신,這就是我。이 나다,名詞명사,上帝,이 나다,這就是我。,명사,名詞,신02
중급,신-,新世界신세계,詞綴접사,上帝-,신세계,新世界,접사,詞綴,신-15
중급,신경,傷害을 다치다,名詞명사,神經,을 다치다,傷害,명사,名詞,신경04
중급,신고,失物招領報告분실물 신고,名詞명사,宣言,분실물 신고,失物招領報告,명사,名詞,신고01
중급,신기하다,魔法마술이,形容詞형용사,驚人的,마술이,魔法,형용사,形容詞,신기하다01
중급,신나다,外出時나들이에 ,動詞동사,興奮的,나들이에 ,外出時,동사,動詞,신나다
중급,신념,為了保護을 지키다,名詞명사,信仰,을 지키다,為了保護,명사,名詞,신념01
중급,신뢰,輸를 잃다,名詞명사,信仰,를 잃다,輸,명사,名詞,신뢰02
중급,신맛,這就是我。이 나다,名詞명사,酸度,이 나다,這就是我。,명사,名詞,신맛
중급,신문사,出席에 다니다,名詞명사,報紙,에 다니다,出席,명사,名詞,신문사
중급,신문지,包裹에 싸다,名詞명사,報紙,에 싸다,包裹,명사,名詞,신문지
중급,신부,天主教가톨릭,名詞명사,新娘,가톨릭,天主教,명사,名詞,신부04
중급,신분,合身에 맞다,名詞명사,人生階段,에 맞다,合身,명사,名詞,신분02
중급,신비,宇宙우주의,名詞명사,神秘,우주의,宇宙,명사,名詞,신비02
중급,신사,女士們숙녀,名詞명사,神社,숙녀,女士們,명사,名詞,신사16
중급,신상품,放을 내놓다,名詞명사,新產品,을 내놓다,放,명사,名詞,신상품
중급,신세,廢墟를 망치다,名詞명사,我的命運,를 망치다,廢墟,명사,名詞,신세02
중급,신세대,新一代文化신세대 문화,名詞명사,新一代,신세대 문화,新一代文化,명사,名詞,신세대
중급,신앙,這很深刻。이 깊다,名詞명사,信仰,이 깊다,這很深刻。,명사,名詞,신앙
중급,신용,輸을 잃다,名詞명사,信用,을 잃다,輸,명사,名詞,신용01
중급,신입,新進員工신입 사원,名詞명사,新兵,신입 사원,新進員工,명사,名詞,신입03
중급,신입생,招募을 모집하다,名詞명사,大一新生,을 모집하다,招募,명사,名詞,신입생
중급,신제품,出來이 나오다,名詞명사,新產品,이 나오다,出來,명사,名詞,신제품
중급,신중,全心投入을 기하다,名詞명사,審慎,을 기하다,全心投入,명사,名詞,신중04
중급,신청서,接收를 접수하다,名詞명사,申請表,를 접수하다,接收,명사,名詞,신청서
중급,신체,它很結實가 튼튼하다,名詞명사,身體,가 튼튼하다,它很結實,명사,名詞,신체02
중급,신체적,生理功能신체적 기능,形容詞和名詞관형사·명사,身體的,신체적 기능,生理功能,관형사·명사,形容詞和名詞,신체적
중급,신혼,新婚生活신혼 생활,名詞명사,新婚夫婦,신혼 생활,新婚生活,명사,名詞,신혼04
중급,신혼부부,準新婚夫婦예비 신혼부부,名詞명사,新婚夫婦,예비 신혼부부,準新婚夫婦,명사,名詞,신혼부부
중급,신화,丹貢神話단군 신화,名詞명사,神話,단군 신화,丹貢神話,명사,名詞,신화04
중급,실,系로 묶다,名詞명사,線,로 묶다,系,명사,名詞,실01
중급,실감,這就是我。이 나다,名詞명사,實際的,이 나다,這就是我。,명사,名詞,실감
중급,실내,進入로 들어가다,名詞명사,室內,로 들어가다,進入,명사,名詞,실내
중급,실력,這真是太棒了。이 뛰어나다,名詞명사,技能,이 뛰어나다,這真是太棒了。,명사,名詞,실력02
중급,실례,持有를 들다,名詞명사,插畫,를 들다,持有,명사,名詞,실례02
중급,실리다,在胃部배에,動詞동사,西利達,배에,在胃部,동사,動詞,실리다01
중급,실망,這很重要이 크다,名詞명사,失望,이 크다,這很重要,명사,名詞,실망02
중급,실습,出去을 나가다,名詞명사,實作訓練,을 나가다,出去,명사,名詞,실습
중급,실시,開展培訓훈련 실시,名詞명사,實踐,훈련 실시,開展培訓,명사,名詞,실시03
중급,실업,失業危機실업 위기,名詞명사,失業,실업 위기,失業危機,명사,名詞,실업01
중급,실용적,實用技術실용적 기술,形容詞和名詞관형사·명사,實際的,실용적 기술,實用技術,관형사·명사,形容詞和名詞,실용적
중급,실은,實際上，情況並非如此。실은 그렇지 않다,副詞부사,實際上,실은 그렇지 않다,實際上，情況並非如此。,부사,副詞,실은
중급,실장,晉升為으로 승진하다,名詞명사,部門主管,으로 승진하다,晉升為,명사,名詞,실장
중급,실제,真正發生실제 일어나다,副詞/名詞부사/명사,實際的,실제 일어나다,真正發生,부사/명사,副詞/名詞,실제02
중급,실제로,真正發生실제로 일어나다,副詞부사,實際上,실제로 일어나다,真正發生,부사,副詞,실제로
중급,실종,失蹤人口案件실종 사건,名詞명사,遺失的,실종 사건,失蹤人口案件,명사,名詞,실종
중급,실천,搬到에 옮기다,名詞명사,實踐,에 옮기다,搬到,명사,名詞,실천01
중급,실체,看를 보다,名詞명사,物質,를 보다,看,명사,名詞,실체02
중급,실컷,盡情玩耍실컷 놀다,副詞부사,盡情享受,실컷 놀다,盡情玩耍,부사,副詞,실컷
중급,실험,做을 하다,名詞명사,實驗,을 하다,做,명사,名詞,실험
중급,실현,夢想成真꿈의 실현,名詞명사,實現,꿈의 실현,夢想成真,명사,名詞,실현
중급,싫증,這就是我。이 나다,名詞명사,疲勞,이 나다,這就是我。,명사,名詞,싫증
중급,-심,深思熟慮배려심,詞綴접사,-中心,배려심,深思熟慮,접사,詞綴,-심09
중급,심각하다,問題문제가,形容詞형용사,這是嚴重的。,문제가,問題,형용사,形容詞,심각하다02
중급,심리,代表를 나타내다,名詞명사,審判,를 나타내다,代表,명사,名詞,심리01
중급,심리적,心理變化심리적 변화,形容詞和名詞관형사·명사,心理,심리적 변화,心理變化,관형사·명사,形容詞和名詞,심리적
중급,심부름,傳送을 보내다,名詞명사,差事,을 보내다,傳送,명사,名詞,심부름
중급,심사,接收를 받다,名詞명사,審計,를 받다,接收,명사,名詞,심사08
중급,심장,這次跳躍이 뛰다,名詞명사,心,이 뛰다,這次跳躍,명사,名詞,심장02
중급,심정,這真令人沮喪。이 답답하다,名詞명사,情懷,이 답답하다,這真令人沮喪。,명사,名詞,심정01
중급,심지어,甚至鋼彈심지어 ~까지도,副詞부사,甚至,심지어 ~까지도,甚至鋼彈,부사,副詞,심지어
중급,심판,法律的判決법의 심판,名詞명사,判斷,법의 심판,法律的判決,명사,名詞,심판02
중급,십상,完全合適십상 알맞다,名詞/副詞명사/부사,十,십상 알맞다,完全合適,명사/부사,名詞/副詞,십상02
중급,싱싱하다,蔬菜야채가,形容詞형용사,很新鮮,야채가,蔬菜,형용사,形容詞,싱싱하다
중급,싸구려,廉價化妝品싸구려 화장품,名詞명사,便宜的,싸구려 화장품,廉價化妝品,명사,名詞,싸구려
중급,싸다,尿오줌을,動詞동사,便宜的,오줌을,尿,동사,動詞,싸다02
중급,싸움,這就是我。이 나다,名詞명사,鬥爭,이 나다,這就是我。,명사,名詞,싸움
중급,싸이다,在一塊包裝布上보자기에,動詞동사,賽達,보자기에,在一塊包裝布上,동사,動詞,싸이다01
중급,싼값,出售에 팔다,名詞명사,低價,에 팔다,出售,명사,名詞,싼값
중급,쌍,成對系在一起쌍으로 묶다,名詞명사,一對,쌍으로 묶다,成對系在一起,명사,名詞,쌍02
중급,쌍둥이,提高를 키우다,名詞명사,雙胞胎,를 키우다,提高,명사,名詞,쌍둥이
중급,쌓이다,圖書책들이,動詞동사,樁,책들이,圖書,동사,動詞,쌓이다
중급,썩,你做得非常出色。썩 잘한다,副詞부사,爛,썩 잘한다,你做得非常出色。,부사,副詞,썩01
중급,썩다,肉고기가,動詞동사,模具,고기가,肉,동사,動詞,썩다
중급,썰렁하다,天氣날씨가,形容詞형용사,今天天氣有點冷。,날씨가,天氣,형용사,形容詞,썰렁하다
중급,쏘다,槍총을,動詞동사,霹靂,총을,槍,동사,動詞,쏘다01
중급,쏟다,油기름을,動詞동사,傾倒,기름을,油,동사,動詞,쏟다
중급,쏟아지다,水물이,動詞동사,傾倒,물이,水,동사,動詞,쏟아지다
중급,쐬다,風바람을,動詞동사,暴露,바람을,風,동사,動詞,쐬다01
중급,쑤시다,身體몸이,動詞동사,戳,몸이,身體,동사,動詞,쑤시다01
중급,쑥스럽다,表達표정이,形容詞형용사,我感到害羞,표정이,表達,형용사,形容詞,쑥스럽다
중급,쓰기,寫作評估쓰기 평가,名詞명사,寫,쓰기 평가,寫作評估,명사,名詞,쓰기
중급,쓰다듬다,頭머리를,動詞동사,中風,머리를,頭,동사,動詞,쓰다듬다
중급,쓰러지다,這棵樹나무가,動詞동사,坍塌,나무가,這棵樹,동사,動詞,쓰러지다
중급,쓰이다,在黑板上칠판에,動詞동사,服務,칠판에,在黑板上,동사,動詞,쓰이다01
중급,쓰이다,規模저울이,動詞동사,服務,저울이,規模,동사,動詞,쓰이다03
중급,쓴맛,這就是我。이 나다,名詞명사,尖刻,이 나다,這就是我。,명사,名詞,쓴맛
중급,쓸다,落葉낙엽을,動詞동사,掃,낙엽을,落葉,동사,動詞,쓸다02
중급,쓸데없다,該物品물건이,形容詞형용사,沒用的,물건이,該物品,형용사,形容詞,쓸데없다
중급,쓸데없이,不必要的開支쓸데없이 돈을 쓰다,副詞부사,徒勞地,쓸데없이 돈을 쓰다,不必要的開支,부사,副詞,쓸데없이
중급,쓸쓸하다,心마음이,形容詞형용사,孤獨,마음이,心,형용사,形容詞,쓸쓸하다
중급,씌우다,帽子모자를,動詞동사,鞘,모자를,帽子,동사,動詞,씌우다01
중급,씨,撒를 뿌리다,名詞명사,種子,를 뿌리다,撒,명사,名詞,씨01
중급,씨름,Ssireum 比賽씨름 경기,名詞명사,摔角,씨름 경기,Ssireum 比賽,명사,名詞,씨름
중급,씨앗,撒을 뿌리다,名詞명사,種子,을 뿌리다,撒,명사,名詞,씨앗
중급,-씩,一點一點地조금씩,詞綴접사,- 每個,조금씩,一點一點地,접사,詞綴,-씩03
중급,씩씩하다,一個充滿活力的人씩씩한 사람,形容詞형용사,勇敢的,씩씩한 사람,一個充滿活力的人,형용사,形容詞,씩씩하다02
중급,씻기다,下雨了비에,動詞동사,洗,비에,下雨了,동사,動詞,씻기다01
중급,씻기다,孩子아이를,動詞동사,洗,아이를,孩子,동사,動詞,씻기다02
중급,아가,哭가 울다,名詞명사,嬰兒,가 울다,哭,명사,名詞,아가01
중급,아깝다,錢돈이,形容詞형용사,真是浪費,돈이,錢,형용사,形容詞,아깝다
중급,아끼다,錢돈을,動詞동사,怨恨,돈을,錢,동사,動詞,아끼다
중급,아냐,不，沒關係。아냐. 괜찮아,欹감탄사,不,아냐. 괜찮아,不，沒關係。,감탄사,欹,아냐
중급,아동,生長의 성장,名詞명사,孩子們,의 성장,生長,명사,名詞,아동02
중급,아드님,長子첫째 아드님,名詞명사,你的兒子,첫째 아드님,長子,명사,名詞,아드님
중급,아래층,下去으로 내려가다,名詞명사,樓下,으로 내려가다,下去,명사,名詞,아래층
중급,아랫사람,生活方式의 도리,名詞명사,下屬,의 도리,生活方式,명사,名詞,아랫사람
중급,아랫집,下去에 내려가다,名詞명사,樓下鄰居,에 내려가다,下去,명사,名詞,아랫집
중급,아마도,它很可能會아마도 -을 것이다,副詞부사,或許,아마도 -을 것이다,它很可能會,부사,副詞,아마도
중급,아무개,某某先生/女士아무개 씨,代名詞대명사,某人,아무개 씨,某某先生/女士,대명사,代名詞,아무개
중급,아무래도,感覺哪裡不太對勁。아무래도 이상하다,副詞부사,反正,아무래도 이상하다,感覺哪裡不太對勁。,부사,副詞,아무래도
중급,아무런,−−,決定因素관형사,沒有什麼,−,−,관형사,決定因素,아무런
중급,아무렇다,無論未來如何미래가 아무렇든,形容詞형용사,沒什麼,미래가 아무렇든,無論未來如何,형용사,形容詞,아무렇다
중급,아무튼,"總之，這讓人鬆了一口氣。아무튼, 다행이다.",副詞부사,反正,"아무튼, 다행이다.",總之，這讓人鬆了一口氣。,부사,副詞,아무튼
중급,아쉬움,這是獨一無二的。이 남다,名詞명사,悲哀,이 남다,這是獨一無二的。,명사,名詞,아쉬움
중급,아쉽다,告別작별이,形容詞형용사,這是一個恥辱,작별이,告別,형용사,形容詞,아쉽다
중급,아시아,亞洲大陸아시아 대륙,名詞명사,亞洲,아시아 대륙,亞洲大陸,명사,名詞,아시아
중급,아예,完全不做아예 안 하다,副詞부사,完全地,아예 안 하다,完全不做,부사,副詞,아예
중급,아울러,除了才華，還有美貌실력과 아울러 미모도,副詞부사,另外,실력과 아울러 미모도,除了才華，還有美貌,부사,副詞,아울러
중급,아이,"哦，我也很忙。아이, 나도 바쁜데",欹감탄사,孩子,"아이, 나도 바쁜데",哦，我也很忙。,감탄사,欹,아이02
중급,아이고,"我的天，好吵。아이고, 시끄러워",欹감탄사,哦，我的天,"아이고, 시끄러워",我的天，好吵。,감탄사,欹,아이고
중급,아이디어,生產를 내다,名詞명사,主意,를 내다,生產,명사,名詞,아이디어
중급,아침밥,吃을 먹다,名詞명사,早餐,을 먹다,吃,명사,名詞,아침밥
중급,아침저녁,早晚見面아침저녁으로 만나다,名詞명사,早晨和傍晚,아침저녁으로 만나다,早晚見面,명사,名詞,아침저녁
중급,아프리카,非洲大陸아프리카 대륙,名詞명사,非洲,아프리카 대륙,非洲大陸,명사,名詞,아프리카
중급,아픔,身體疼痛육신의 아픔,名詞명사,疼痛,육신의 아픔,身體疼痛,명사,名詞,아픔
중급,아하,"啊，我明白了。아하, 그렇구나",欹감탄사,啊哈,"아하, 그렇구나",啊，我明白了。,감탄사,欹,아하
중급,아홉째,第九天아홉째 날,數字 · 形容詞/名詞수사·관형사/명사,第九,아홉째 날,第九天,수사·관형사/명사,數字 · 形容詞/名詞,아홉째
중급,악몽,做夢을 꾸다,名詞명사,惡夢,을 꾸다,做夢,명사,名詞,악몽
중급,악수,做를 하다,名詞명사,握手,를 하다,做,명사,名詞,악수06
중급,악취,Ga nada가 나다,名詞명사,臭,가 나다,Ga nada,명사,名詞,악취01
중급,악화,衝突加劇갈등 악화,名詞명사,惡化,갈등 악화,衝突加劇,명사,名詞,악화01
중급,안과,接受治療에서 치료를 받다,名詞명사,眼科,에서 치료를 받다,接受治療,명사,名詞,안과02
중급,안기다,嬰兒아기가,動詞동사,擁抱,아기가,嬰兒,동사,動詞,안기다01
중급,안기다,一束花꽃다발을,動詞동사,擁抱,꽃다발을,一束花,동사,動詞,안기다02
중급,안내서,讀를 읽다,名詞명사,指導,를 읽다,讀,명사,名詞,안내서
중급,안내소,順道來逛逛에 들르다,名詞명사,新聞局,에 들르다,順道來逛逛,명사,名詞,안내소
중급,안내원,接下來을 따라가다,名詞명사,指導,을 따라가다,接下來,명사,名詞,안내원
중급,안내판,建立을 세우다,名詞명사,資訊板,을 세우다,建立,명사,名詞,안내판
중급,안되다,情況형편이,形容詞형용사,這行不通。,형편이,情況,형용사,形容詞,안되다02
중급,안방,睡懶覺에서 자다,名詞명사,內室,에서 자다,睡懶覺,명사,名詞,안방02
중급,안부,問를 묻다,名詞명사,安全,를 묻다,問,명사,名詞,안부01
중급,안색,這很糟糕이 나쁘다,名詞명사,膚色,이 나쁘다,這很糟糕,명사,名詞,안색
중급,안심,變得이 되다,名詞명사,裡肌肉,이 되다,變得,명사,名詞,안심04
중급,안약,插入을 넣다,名詞명사,洗眼液,을 넣다,插入,명사,名詞,안약
중급,안전띠,系를 매다,名詞명사,安全帶,를 매다,系,명사,名詞,안전띠
중급,안정,維持을 유지하다,名詞명사,穩定,을 유지하다,維持,명사,名詞,안정01
중급,안주,吃를 먹다,名詞명사,配菜,를 먹다,吃,명사,名詞,안주04
중급,안타까워하다,死亡죽음을,動詞동사,感到遺憾,죽음을,死亡,동사,動詞,안타까워하다
중급,안타깝다,心마음이,形容詞형용사,真遺憾,마음이,心,형용사,形容詞,안타깝다
중급,안팎,國內和國外나라 안팎,名詞명사,裡裡外外,나라 안팎,國內和國外,명사,名詞,안팎
중급,앉히다,在座位上자리에,動詞동사,坐,자리에,在座位上,동사,動詞,앉히다
중급,않다,洗臉세수를,動詞동사,不要,세수를,洗臉,동사,動詞,않다
중급,알,醒來에서 깨다,名詞명사,蛋,에서 깨다,醒來,명사,名詞,알01
중급,알레르기,導致를 일으키다,名詞명사,過敏,를 일으키다,導致,명사,名詞,알레르기
중급,알려지다,事實是사실이,動詞동사,成為知名人士,사실이,事實是,동사,動詞,알려지다
중급,알아내다,事實사실을,動詞동사,查出,사실을,事實,동사,動詞,알아내다
중급,알아듣다,仔細聽他們說什麼。말귀를,動詞동사,理解,말귀를,仔細聽他們說什麼。,동사,動詞,알아듣다
중급,알아맞히다,答案답을,動詞동사,猜測,답을,答案,동사,動詞,알아맞히다
중급,알아주다,心마음을,動詞동사,表示承認,마음을,心,동사,動詞,알아주다
중급,알차다,內容내용이,形容詞형용사,重大的,내용이,內容,형용사,形容詞,알차다
중급,앓다,寒冷的감기를,動詞동사,生病,감기를,寒冷的,동사,動詞,앓다
중급,암,被抓에 걸리다,名詞명사,癌症,에 걸리다,被抓,명사,名詞,암08
중급,암기,記憶科目암기 과목,名詞명사,記憶,암기 과목,記憶科目,명사,名詞,암기02
중급,압력,這是高이 높다,名詞명사,進入,이 높다,這是高,명사,名詞,압력
중급,앗,啊！嚇了我一跳。앗! 깜짝이야.,欹감탄사,哦,앗! 깜짝이야.,啊！嚇了我一跳。,감탄사,欹,앗01
중급,앞길,叉을 건너다,名詞명사,前進的方向,을 건너다,叉,명사,名詞,앞길01
중급,앞날,承諾을 기약하다,名詞명사,未來,을 기약하다,承諾,명사,名詞,앞날
중급,앞두다,考試시험을,動詞동사,準備,시험을,考試,동사,動詞,앞두다
중급,앞뒤,回首往事를 돌아보다,名詞명사,正面和背面,를 돌아보다,回首往事,명사,名詞,앞뒤
중급,앞머리,提高를 기르다,名詞명사,瀏海,를 기르다,提高,명사,名詞,앞머리
중급,앞바다,出去로 나가다,名詞명사,離岸,로 나가다,出去,명사,名詞,앞바다
중급,앞서,提前到達앞서 도착하다,副詞부사,前,앞서 도착하다,提前到達,부사,副詞,앞서
중급,앞서다,向前走앞서서 걷다,動詞동사,先於,앞서서 걷다,向前走,동사,動詞,앞서다
중급,앞세우다,班長반장을,動詞동사,置於首要位置,반장을,班長,동사,動詞,앞세우다
중급,앞장서다,領頭羊앞장서 가다,動詞동사,率先,앞장서 가다,領頭羊,동사,動詞,앞장서다
중급,앞집,住在에 살다,名詞명사,隔壁的房子,에 살다,住在,명사,名詞,앞집
중급,애,燒傷를 태우다,名詞명사,嬰兒,를 태우다,燒傷,명사,名詞,애01
중급,애기,生育를 낳다,名詞명사,嬰兒,를 낳다,生育,명사,名詞,애기01
중급,애쓰다,為了幫助도우려고,動詞동사,逐漸消失,도우려고,為了幫助,동사,動詞,애쓰다
중급,애완동물,提高을 기르다,名詞명사,寵物,을 기르다,提高,명사,名詞,애완동물
중급,애정,擁有을 가지다,名詞명사,感情,을 가지다,擁有,명사,名詞,애정02
중급,액세서리,添加를 달다,名詞명사,配件,를 달다,添加,명사,名詞,액세서리
중급,액수,它很大가 크다,名詞명사,數量,가 크다,它很大,명사,名詞,액수03
중급,액자,懸掛를 걸다,名詞명사,框架,를 걸다,懸掛,명사,名詞,액자01
중급,야간,夜班야간 근무,名詞명사,夜間,야간 근무,夜班,명사,名詞,야간
중급,야경,欣賞을 감상하다,名詞명사,夜景,을 감상하다,欣賞,명사,名詞,야경02
중급,야근,做을 하다,名詞명사,隨著時間的推移,을 하다,做,명사,名詞,야근
중급,야단,顫抖을 떨다,名詞명사,責罵,을 떨다,顫抖,명사,名詞,야단01
중급,야옹,貓叫了一聲고양이가 야옹 울다,副詞부사,喵,고양이가 야옹 울다,貓叫了一聲,부사,副詞,야옹01
중급,야외,出去로 나가다,名詞명사,戶外,로 나가다,出去,명사,名詞,야외
중급,야하다,服裝옷차림이,形容詞형용사,猥褻,옷차림이,服裝,형용사,形容詞,야하다01
중급,약도,畫를 그리다,名詞명사,示意圖,를 그리다,畫,명사,名詞,약도
중급,약점,捕捉을 잡다,名詞명사,弱點,을 잡다,捕捉,명사,名詞,약점01
중급,약품,購買을 구입하다,名詞명사,藥品,을 구입하다,購買,명사,名詞,약품
중급,약혼,宣告을 발표하다,名詞명사,訂婚,을 발표하다,宣告,명사,名詞,약혼
중급,약혼녀,分手와 헤어지다,名詞명사,未婚妻,와 헤어지다,分手,명사,名詞,약혼녀
중급,약혼자,介紹를 소개하다,名詞명사,未婚夫,를 소개하다,介紹,명사,名詞,약혼자01
중급,얌전,顫抖을 떨다,名詞명사,矜持,을 떨다,顫抖,명사,名詞,얌전
중급,양,動物동물,名詞명사,羊,동물,動物,명사,名詞,양05
중급,양,雙膝양 무릎,決定因素관형사,羊,양 무릎,雙膝,관형사,決定因素,양07
중급,양,有許多이 많다,名詞명사,羊,이 많다,有許多,명사,名詞,양20
중급,양국,這次交流이 교류하다,名詞명사,兩國,이 교류하다,這次交流,명사,名詞,양국01
중급,양념,混合을 섞다,名詞명사,調味料,을 섞다,混合,명사,名詞,양념
중급,양력,農曆음력,名詞명사,舉起,음력,農曆,명사,名詞,양력02
중급,양배추,吃를 먹다,名詞명사,高麗菜,를 먹다,吃,명사,名詞,양배추
중급,양보,請讓座자리 양보,名詞명사,讓步,자리 양보,請讓座,명사,名詞,양보03
중급,양산,寫을 쓰다,名詞명사,陽傘,을 쓰다,寫,명사,名詞,양산05
중급,양식,匹配에 맞추다,名詞명사,食物,에 맞추다,匹配,명사,名詞,양식04
중급,양심,被刺傷에 찔리다,名詞명사,良心,에 찔리다,被刺傷,명사,名詞,양심02
중급,양옆,坐에 앉다,名詞명사,雙方,에 앉다,坐,명사,名詞,양옆
중급,양쪽,兩頰양쪽 뺨,名詞명사,雙方,양쪽 뺨,兩頰,명사,名詞,양쪽
중급,양파,翻炒를 볶다,名詞명사,洋蔥,를 볶다,翻炒,명사,名詞,양파
